Training_Region_Cell_ID,D_model1,D_model2,D_dataCat,D_dataFeat,D_kgS0,D_kgS1,D_kgS2,D_kgS3,D_nopredTarget,D_onto,invalid_cell,type,cell-pair(s),family,setID,trial_ID,status,comments
889,2,1,3,1,3,1,1,1,3,1,D,,,,,,,
890,2,1,3,1,3,1,1,1,3,2,,,,,,,,
891,2,1,3,1,3,1,1,1,3,3,,,,,,,,
892,2,1,3,2,1,1,1,1,1,1,C,,,,,,,
893,2,1,3,2,1,1,1,1,1,2,,,,,,,,
894,2,1,3,2,1,1,1,1,1,3,,,,,,,,
895,2,1,3,2,1,1,1,1,2,1,C,,,,,,,
896,2,1,3,2,1,1,1,1,2,2,,,,,,,,
897,2,1,3,2,1,1,1,1,2,3,,,,,,,,
898,2,1,3,2,1,1,1,1,3,1,C,,,,,,,
899,2,1,3,2,1,1,1,1,3,2,,,,,,,,
900,2,1,3,2,1,1,1,1,3,3,,,,,,,,
901,2,1,3,2,2,1,1,1,1,1,D,,,,,,,
902,2,1,3,2,2,1,1,1,1,2,,,,,,,,
903,2,1,3,2,2,1,1,1,1,3,,,,,,,,
904,2,1,3,2,2,1,1,1,2,1,D,,,,,,,
905,2,1,3,2,2,1,1,1,2,2,,,,,,,,
906,2,1,3,2,2,1,1,1,2,3,,,,,,,,
907,2,1,3,2,2,1,1,1,3,1,D,,,,,,,
908,2,1,3,2,2,1,1,1,3,2,,,,,,,,
909,2,1,3,2,2,1,1,1,3,3,,,,,,,,
910,2,1,3,2,3,1,1,1,1,1,D,,,,,,,
911,2,1,3,2,3,1,1,1,1,2,,,,,,,,
912,2,1,3,2,3,1,1,1,1,3,,,,,,,,
913,2,1,3,2,3,1,1,1,2,1,D,,,,,,,
914,2,1,3,2,3,1,1,1,2,2,,,,,,,,
915,2,1,3,2,3,1,1,1,2,3,,,,,,,,
916,2,1,3,2,3,1,1,1,3,1,D,,,,,,,
917,2,1,3,2,3,1,1,1,3,2,,,,,,,,
918,2,1,3,2,3,1,1,1,3,3,,,,,,,,
919,2,1,3,3,1,1,1,1,1,1,C,,,,,,,
920,2,1,3,3,1,1,1,1,1,2,,,,,,,,
921,2,1,3,3,1,1,1,1,1,3,,,,,,,,
922,2,1,3,3,1,1,1,1,2,1,C,,,,,,,
923,2,1,3,3,1,1,1,1,2,2,,,,,,,,
924,2,1,3,3,1,1,1,1,2,3,,,,,,,,
925,2,1,3,3,1,1,1,1,3,1,C,,,,,,,
926,2,1,3,3,1,1,1,1,3,2,,,,,,,,
927,2,1,3,3,1,1,1,1,3,3,,,,,,,,
928,2,1,3,3,2,1,1,1,1,1,D,,,,,,,
929,2,1,3,3,2,1,1,1,1,2,,,,,,,,
930,2,1,3,3,2,1,1,1,1,3,,,,,,,,
931,2,1,3,3,2,1,1,1,2,1,D,,,,,,,
932,2,1,3,3,2,1,1,1,2,2,,,,,,,,
933,2,1,3,3,2,1,1,1,2,3,,,,,,,,
934,2,1,3,3,2,1,1,1,3,1,D,,,,,,,
935,2,1,3,3,2,1,1,1,3,2,,,,,,,,
936,2,1,3,3,2,1,1,1,3,3,,,,,,,,
937,2,1,3,3,3,1,1,1,1,1,D,,,,,,,
938,2,1,3,3,3,1,1,1,1,2,,,,,,,,
939,2,1,3,3,3,1,1,1,1,3,,,,,,,,
940,2,1,3,3,3,1,1,1,2,1,D,,,,,,,
941,2,1,3,3,3,1,1,1,2,2,,,,,,,,
942,2,1,3,3,3,1,1,1,2,3,,,,,,,,
943,2,1,3,3,3,1,1,1,3,1,D,,,,,,,
944,2,1,3,3,3,1,1,1,3,2,,,,,,,,
945,2,1,3,3,3,1,1,1,3,3,,,,,,,,
946,2,1,3,4,1,1,1,1,1,1,C,,,,,,,
947,2,1,3,4,1,1,1,1,1,2,,,,,,,,
948,2,1,3,4,1,1,1,1,1,3,,,,,,,,
949,2,1,3,4,1,1,1,1,2,1,C,,,,,,,
950,2,1,3,4,1,1,1,1,2,2,,,,,,,,
951,2,1,3,4,1,1,1,1,2,3,,,,,,,,
952,2,1,3,4,1,1,1,1,3,1,C,,,,,,,
953,2,1,3,4,1,1,1,1,3,2,,,,,,,,
954,2,1,3,4,1,1,1,1,3,3,,,,,,,,
955,2,1,3,4,2,1,1,1,1,1,D,,,,,,,
956,2,1,3,4,2,1,1,1,1,2,,,,,,,,
957,2,1,3,4,2,1,1,1,1,3,,,,,,,,
958,2,1,3,4,2,1,1,1,2,1,D,,,,,,,
959,2,1,3,4,2,1,1,1,2,2,,,,,,,,
960,2,1,3,4,2,1,1,1,2,3,,,,,,,,
961,2,1,3,4,2,1,1,1,3,1,D,,,,,,,
962,2,1,3,4,2,1,1,1,3,2,,,,,,,,
963,2,1,3,4,2,1,1,1,3,3,,,,,,,,
964,2,1,3,4,3,1,1,1,1,1,D,,,,,,,
965,2,1,3,4,3,1,1,1,1,2,,,,,,,,
966,2,1,3,4,3,1,1,1,1,3,,,,,,,,
967,2,1,3,4,3,1,1,1,2,1,D,,,,,,,
968,2,1,3,4,3,1,1,1,2,2,,,,,,,,
969,2,1,3,4,3,1,1,1,2,3,,,,,,,,
970,2,1,3,4,3,1,1,1,3,1,D,,,,,,,
971,2,1,3,4,3,1,1,1,3,2,,,,,,,,
972,2,1,3,4,3,1,1,1,3,3,,,,,,,,
973,2,2,1,1,1,1,1,1,1,1,,,,,,,,
974,2,2,1,1,1,1,1,1,1,2,A,,,,,,,
975,2,2,1,1,1,1,1,1,1,3,A,,,,,,,
976,2,2,1,1,1,1,1,1,2,1,,,,,,,,
977,2,2,1,1,1,1,1,1,2,2,A,,,,,,,
978,2,2,1,1,1,1,1,1,2,3,A,,,,,,,
979,2,2,1,1,1,1,1,1,3,1,,,,,,,,
980,2,2,1,1,1,1,1,1,3,2,A,,,,,,,
981,2,2,1,1,1,1,1,1,3,3,A,,,,,,,
982,2,2,1,1,2,1,1,1,1,1,B,,,,,,,
983,2,2,1,1,2,1,1,1,1,2,,,,,,,,
984,2,2,1,1,2,1,1,1,1,3,,,,,,,,
985,2,2,1,1,2,1,1,1,2,1,B,,,,,,,
986,2,2,1,1,2,1,1,1,2,2,,,,,,,,
987,2,2,1,1,2,1,1,1,2,3,,,,,,,,
988,2,2,1,1,2,1,1,1,3,1,B,,,,,,,
989,2,2,1,1,2,1,1,1,3,2,,,,,,,,
990,2,2,1,1,2,1,1,1,3,3,,,,,,,,
991,2,2,1,1,3,1,1,1,1,1,B,,,,,,,
992,2,2,1,1,3,1,1,1,1,2,,,,,,,,
993,2,2,1,1,3,1,1,1,1,3,,,,,,,,
994,2,2,1,1,3,1,1,1,2,1,B,,,,,,,
995,2,2,1,1,3,1,1,1,2,2,,,,,,,,
996,2,2,1,1,3,1,1,1,2,3,,,,,,,,
997,2,2,1,1,3,1,1,1,3,1,B,,,,,,,
998,2,2,1,1,3,1,1,1,3,2,,,,,,,,
999,2,2,1,1,3,1,1,1,3,3,,,,,,,,
1000,2,2,1,2,1,1,1,1,1,1,,,,,,,,
1001,2,2,1,2,1,1,1,1,1,2,A,,,,,,,
1002,2,2,1,2,1,1,1,1,1,3,A,,,,,,,
1003,2,2,1,2,1,1,1,1,2,1,,,,,,,,
1004,2,2,1,2,1,1,1,1,2,2,A,,,,,,,
1005,2,2,1,2,1,1,1,1,2,3,A,,,,,,,
1006,2,2,1,2,1,1,1,1,3,1,,,,,,,,
1007,2,2,1,2,1,1,1,1,3,2,A,,,,,,,
1008,2,2,1,2,1,1,1,1,3,3,A,,,,,,,
1009,2,2,1,2,2,1,1,1,1,1,B,,,,,,,
1010,2,2,1,2,2,1,1,1,1,2,,,,,,,,
1011,2,2,1,2,2,1,1,1,1,3,,,,,,,,
1012,2,2,1,2,2,1,1,1,2,1,B,,,,,,,
1013,2,2,1,2,2,1,1,1,2,2,,,,,,,,
1014,2,2,1,2,2,1,1,1,2,3,,,,,,,,
1015,2,2,1,2,2,1,1,1,3,1,B,,,,,,,
1016,2,2,1,2,2,1,1,1,3,2,,,,,,,,
1017,2,2,1,2,2,1,1,1,3,3,,,,,,,,
1018,2,2,1,2,3,1,1,1,1,1,B,,,,,,,
1019,2,2,1,2,3,1,1,1,1,2,,,,,,,,
1020,2,2,1,2,3,1,1,1,1,3,,,,,,,,
1021,2,2,1,2,3,1,1,1,2,1,B,,,,,,,
1022,2,2,1,2,3,1,1,1,2,2,,,,,,,,
1023,2,2,1,2,3,1,1,1,2,3,,,,,,,,
1024,2,2,1,2,3,1,1,1,3,1,B,,,,,,,
1025,2,2,1,2,3,1,1,1,3,2,,,,,,,,
1026,2,2,1,2,3,1,1,1,3,3,,,,,,,,
1027,2,2,1,3,1,1,1,1,1,1,,,,,,,,
1028,2,2,1,3,1,1,1,1,1,2,A,,,,,,,
1029,2,2,1,3,1,1,1,1,1,3,A,,,,,,,
1030,2,2,1,3,1,1,1,1,2,1,,,,,,,,
1031,2,2,1,3,1,1,1,1,2,2,A,,,,,,,
1032,2,2,1,3,1,1,1,1,2,3,A,,,,,,,
1033,2,2,1,3,1,1,1,1,3,1,,,,,,,,
1034,2,2,1,3,1,1,1,1,3,2,A,,,,,,,
1035,2,2,1,3,1,1,1,1,3,3,A,,,,,,,
1036,2,2,1,3,2,1,1,1,1,1,B,,,,,,,
1037,2,2,1,3,2,1,1,1,1,2,,,,,,,,
1038,2,2,1,3,2,1,1,1,1,3,,,,,,,,
1039,2,2,1,3,2,1,1,1,2,1,B,,,,,,,
1040,2,2,1,3,2,1,1,1,2,2,,,,,,,,
1041,2,2,1,3,2,1,1,1,2,3,,,,,,,,
1042,2,2,1,3,2,1,1,1,3,1,B,,,,,,,
1043,2,2,1,3,2,1,1,1,3,2,,,,,,,,
1044,2,2,1,3,2,1,1,1,3,3,,,,,,,,
1045,2,2,1,3,3,1,1,1,1,1,B,,,,,,,
1046,2,2,1,3,3,1,1,1,1,2,,,,,,,,
1047,2,2,1,3,3,1,1,1,1,3,,,,,,,,
1048,2,2,1,3,3,1,1,1,2,1,B,,,,,,,
1049,2,2,1,3,3,1,1,1,2,2,,,,,,,,
1050,2,2,1,3,3,1,1,1,2,3,,,,,,,,
1051,2,2,1,3,3,1,1,1,3,1,B,,,,,,,
1052,2,2,1,3,3,1,1,1,3,2,,,,,,,,
1053,2,2,1,3,3,1,1,1,3,3,,,,,,,,
1054,2,2,1,4,1,1,1,1,1,1,,,,,,,,
1055,2,2,1,4,1,1,1,1,1,2,A,,,,,,,
1056,2,2,1,4,1,1,1,1,1,3,A,,,,,,,
1057,2,2,1,4,1,1,1,1,2,1,,,,,,,,
1058,2,2,1,4,1,1,1,1,2,2,A,,,,,,,
1059,2,2,1,4,1,1,1,1,2,3,A,,,,,,,
1060,2,2,1,4,1,1,1,1,3,1,,,,,,,,
1061,2,2,1,4,1,1,1,1,3,2,A,,,,,,,
1062,2,2,1,4,1,1,1,1,3,3,A,,,,,,,
1063,2,2,1,4,2,1,1,1,1,1,B,,,,,,,
1064,2,2,1,4,2,1,1,1,1,2,,,,,,,,
1065,2,2,1,4,2,1,1,1,1,3,,,,,,,,
1066,2,2,1,4,2,1,1,1,2,1,B,,,,,,,
1067,2,2,1,4,2,1,1,1,2,2,,,,,,,,
1068,2,2,1,4,2,1,1,1,2,3,,,,,,,,
1069,2,2,1,4,2,1,1,1,3,1,B,,,,,,,
1070,2,2,1,4,2,1,1,1,3,2,,,,,,,,
1071,2,2,1,4,2,1,1,1,3,3,,,,,,,,
1072,2,2,1,4,3,1,1,1,1,1,B,,,,,,,
1073,2,2,1,4,3,1,1,1,1,2,,,,,,,,
1074,2,2,1,4,3,1,1,1,1,3,,,,,,,,
1075,2,2,1,4,3,1,1,1,2,1,B,,,,,,,
1076,2,2,1,4,3,1,1,1,2,2,,,,,,,,
1077,2,2,1,4,3,1,1,1,2,3,,,,,,,,
1078,2,2,1,4,3,1,1,1,3,1,B,,,,,,,
1079,2,2,1,4,3,1,1,1,3,2,,,,,,,,
1080,2,2,1,4,3,1,1,1,3,3,,,,,,,,
1081,2,2,2,1,1,1,1,1,1,1,,,,,,,,
1082,2,2,2,1,1,1,1,1,1,2,A,,,,,,,
1083,2,2,2,1,1,1,1,1,1,3,A,,,,,,,
1084,2,2,2,1,1,1,1,1,2,1,,,,,,,,
1085,2,2,2,1,1,1,1,1,2,2,A,,,,,,,
1086,2,2,2,1,1,1,1,1,2,3,A,,,,,,,
1087,2,2,2,1,1,1,1,1,3,1,,,,,,,,
1088,2,2,2,1,1,1,1,1,3,2,A,,,,,,,
1089,2,2,2,1,1,1,1,1,3,3,A,,,,,,,
1090,2,2,2,1,2,1,1,1,1,1,B,,,,,,,
1091,2,2,2,1,2,1,1,1,1,2,,,,,,,,
1092,2,2,2,1,2,1,1,1,1,3,,,,,,,,
1093,2,2,2,1,2,1,1,1,2,1,B,,,,,,,
1094,2,2,2,1,2,1,1,1,2,2,,,,,,,,
1095,2,2,2,1,2,1,1,1,2,3,,,,,,,,
1096,2,2,2,1,2,1,1,1,3,1,B,,,,,,,
1097,2,2,2,1,2,1,1,1,3,2,,,,,,,,
1098,2,2,2,1,2,1,1,1,3,3,,,,,,,,
1099,2,2,2,1,3,1,1,1,1,1,B,,,,,,,
1100,2,2,2,1,3,1,1,1,1,2,,,,,,,,
1101,2,2,2,1,3,1,1,1,1,3,,,,,,,,
1102,2,2,2,1,3,1,1,1,2,1,B,,,,,,,
1103,2,2,2,1,3,1,1,1,2,2,,,,,,,,
1104,2,2,2,1,3,1,1,1,2,3,,,,,,,,
1105,2,2,2,1,3,1,1,1,3,1,B,,,,,,,
1106,2,2,2,1,3,1,1,1,3,2,,,,,,,,
1107,2,2,2,1,3,1,1,1,3,3,,,,,,,,
1108,2,2,2,2,1,1,1,1,1,1,,,,,,,,
1109,2,2,2,2,1,1,1,1,1,2,A,,,,,,,
1110,2,2,2,2,1,1,1,1,1,3,A,,,,,,,
1111,2,2,2,2,1,1,1,1,2,1,,,,,,,,
1112,2,2,2,2,1,1,1,1,2,2,A,,,,,,,
1113,2,2,2,2,1,1,1,1,2,3,A,,,,,,,
1114,2,2,2,2,1,1,1,1,3,1,,,,,,,,
1115,2,2,2,2,1,1,1,1,3,2,A,,,,,,,
1116,2,2,2,2,1,1,1,1,3,3,A,,,,,,,
1117,2,2,2,2,2,1,1,1,1,1,B,,,,,,,
1118,2,2,2,2,2,1,1,1,1,2,,,,,,,,
1119,2,2,2,2,2,1,1,1,1,3,,,,,,,,
1120,2,2,2,2,2,1,1,1,2,1,B,,,,,,,
1121,2,2,2,2,2,1,1,1,2,2,,,,,,,,
1122,2,2,2,2,2,1,1,1,2,3,,,,,,,,
1123,2,2,2,2,2,1,1,1,3,1,B,,,,,,,
1124,2,2,2,2,2,1,1,1,3,2,,,,,,,,
1125,2,2,2,2,2,1,1,1,3,3,,,,,,,,
1126,2,2,2,2,3,1,1,1,1,1,B,,,,,,,
1127,2,2,2,2,3,1,1,1,1,2,,,,,,,,
1128,2,2,2,2,3,1,1,1,1,3,,,,,,,,
1129,2,2,2,2,3,1,1,1,2,1,B,,,,,,,
1130,2,2,2,2,3,1,1,1,2,2,,,,,,,,
1131,2,2,2,2,3,1,1,1,2,3,,,,,,,,
1132,2,2,2,2,3,1,1,1,3,1,B,,,,,,,
1133,2,2,2,2,3,1,1,1,3,2,,,,,,,,
1134,2,2,2,2,3,1,1,1,3,3,,,,,,,,
1135,2,2,2,3,1,1,1,1,1,1,,,,,,,,
1136,2,2,2,3,1,1,1,1,1,2,A,,,,,,,
1137,2,2,2,3,1,1,1,1,1,3,A,,,,,,,
1138,2,2,2,3,1,1,1,1,2,1,,,,,,,,
1139,2,2,2,3,1,1,1,1,2,2,A,,,,,,,
1140,2,2,2,3,1,1,1,1,2,3,A,,,,,,,
1141,2,2,2,3,1,1,1,1,3,1,,,,,,,,
1142,2,2,2,3,1,1,1,1,3,2,A,,,,,,,
1143,2,2,2,3,1,1,1,1,3,3,A,,,,,,,
1144,2,2,2,3,2,1,1,1,1,1,B,,,,,,,
1145,2,2,2,3,2,1,1,1,1,2,,,,,,,,
1146,2,2,2,3,2,1,1,1,1,3,,,,,,,,
1147,2,2,2,3,2,1,1,1,2,1,B,,,,,,,
1148,2,2,2,3,2,1,1,1,2,2,,,,,,,,
1149,2,2,2,3,2,1,1,1,2,3,,,,,,,,
1150,2,2,2,3,2,1,1,1,3,1,B,,,,,,,
1151,2,2,2,3,2,1,1,1,3,2,,,,,,,,
1152,2,2,2,3,2,1,1,1,3,3,,,,,,,,
1153,2,2,2,3,3,1,1,1,1,1,B,,,,,,,
1154,2,2,2,3,3,1,1,1,1,2,,,,,,,,
1155,2,2,2,3,3,1,1,1,1,3,,,,,,,,
1156,2,2,2,3,3,1,1,1,2,1,B,,,,,,,
1157,2,2,2,3,3,1,1,1,2,2,,,,,,,,
1158,2,2,2,3,3,1,1,1,2,3,,,,,,,,
1159,2,2,2,3,3,1,1,1,3,1,B,,,,,,,
1160,2,2,2,3,3,1,1,1,3,2,,,,,,,,
1161,2,2,2,3,3,1,1,1,3,3,,,,,,,,
1162,2,2,2,4,1,1,1,1,1,1,,,,,,,,
1163,2,2,2,4,1,1,1,1,1,2,A,,,,,,,
1164,2,2,2,4,1,1,1,1,1,3,A,,,,,,,
1165,2,2,2,4,1,1,1,1,2,1,,,,,,,,
1166,2,2,2,4,1,1,1,1,2,2,A,,,,,,,
1167,2,2,2,4,1,1,1,1,2,3,A,,,,,,,
1168,2,2,2,4,1,1,1,1,3,1,,,,,,,,
1169,2,2,2,4,1,1,1,1,3,2,A,,,,,,,
1170,2,2,2,4,1,1,1,1,3,3,A,,,,,,,
1171,2,2,2,4,2,1,1,1,1,1,B,,,,,,,
1172,2,2,2,4,2,1,1,1,1,2,,,,,,,,
1173,2,2,2,4,2,1,1,1,1,3,,,,,,,,
1174,2,2,2,4,2,1,1,1,2,1,B,,,,,,,
1175,2,2,2,4,2,1,1,1,2,2,,,,,,,,
1176,2,2,2,4,2,1,1,1,2,3,,,,,,,,
1177,2,2,2,4,2,1,1,1,3,1,B,,,,,,,
1178,2,2,2,4,2,1,1,1,3,2,,,,,,,,
1179,2,2,2,4,2,1,1,1,3,3,,,,,,,,
1180,2,2,2,4,3,1,1,1,1,1,B,,,,,,,
1181,2,2,2,4,3,1,1,1,1,2,,,,,,,,
1182,2,2,2,4,3,1,1,1,1,3,,,,,,,,
1183,2,2,2,4,3,1,1,1,2,1,B,,,,,,,
1184,2,2,2,4,3,1,1,1,2,2,,,,,,,,
1185,2,2,2,4,3,1,1,1,2,3,,,,,,,,
1186,2,2,2,4,3,1,1,1,3,1,B,,,,,,,
1187,2,2,2,4,3,1,1,1,3,2,,,,,,,,
1188,2,2,2,4,3,1,1,1,3,3,,,,,,,,
1189,2,2,3,1,1,1,1,1,1,1,C,,,,,,,
1190,2,2,3,1,1,1,1,1,1,2,,,,,,,,
1191,2,2,3,1,1,1,1,1,1,3,,,,,,,,
1192,2,2,3,1,1,1,1,1,2,1,C,,,,,,,
1193,2,2,3,1,1,1,1,1,2,2,,,,,,,,
1194,2,2,3,1,1,1,1,1,2,3,,,,,,,,
1195,2,2,3,1,1,1,1,1,3,1,C,,,,,,,
1196,2,2,3,1,1,1,1,1,3,2,,,,,,,,
1197,2,2,3,1,1,1,1,1,3,3,,,,,,,,
1198,2,2,3,1,2,1,1,1,1,1,D,,,,,,,
1199,2,2,3,1,2,1,1,1,1,2,,,,,,,,
1200,2,2,3,1,2,1,1,1,1,3,,,,,,,,
1201,2,2,3,1,2,1,1,1,2,1,D,,,,,,,
1202,2,2,3,1,2,1,1,1,2,2,,,,,,,,
1203,2,2,3,1,2,1,1,1,2,3,,,,,,,,
1204,2,2,3,1,2,1,1,1,3,1,D,,,,,,,
1205,2,2,3,1,2,1,1,1,3,2,,,,,,,,
1206,2,2,3,1,2,1,1,1,3,3,,,,,,,,
1207,2,2,3,1,3,1,1,1,1,1,D,,,,,,,
1208,2,2,3,1,3,1,1,1,1,2,,,,,,,,
1209,2,2,3,1,3,1,1,1,1,3,,,,,,,,
1210,2,2,3,1,3,1,1,1,2,1,D,,,,,,,
1211,2,2,3,1,3,1,1,1,2,2,,,,,,,,
1212,2,2,3,1,3,1,1,1,2,3,,,,,,,,
1213,2,2,3,1,3,1,1,1,3,1,D,,,,,,,
1214,2,2,3,1,3,1,1,1,3,2,,,,,,,,
1215,2,2,3,1,3,1,1,1,3,3,,,,,,,,
1216,2,2,3,2,1,1,1,1,1,1,C,,,,,,,
1217,2,2,3,2,1,1,1,1,1,2,,,,,,,,
1218,2,2,3,2,1,1,1,1,1,3,,,,,,,,
1219,2,2,3,2,1,1,1,1,2,1,C,,,,,,,
1220,2,2,3,2,1,1,1,1,2,2,,,,,,,,
1221,2,2,3,2,1,1,1,1,2,3,,,,,,,,
1222,2,2,3,2,1,1,1,1,3,1,C,,,,,,,
1223,2,2,3,2,1,1,1,1,3,2,,,,,,,,
1224,2,2,3,2,1,1,1,1,3,3,,,,,,,,
1225,2,2,3,2,2,1,1,1,1,1,D,,,,,,,
1226,2,2,3,2,2,1,1,1,1,2,,,,,,,,
1227,2,2,3,2,2,1,1,1,1,3,,,,,,,,
1228,2,2,3,2,2,1,1,1,2,1,D,,,,,,,
1229,2,2,3,2,2,1,1,1,2,2,,,,,,,,
1230,2,2,3,2,2,1,1,1,2,3,,,,,,,,
1231,2,2,3,2,2,1,1,1,3,1,D,,,,,,,
1232,2,2,3,2,2,1,1,1,3,2,,,,,,,,
1233,2,2,3,2,2,1,1,1,3,3,,,,,,,,
1234,2,2,3,2,3,1,1,1,1,1,D,,,,,,,
1235,2,2,3,2,3,1,1,1,1,2,,,,,,,,
1236,2,2,3,2,3,1,1,1,1,3,,,,,,,,
1237,2,2,3,2,3,1,1,1,2,1,D,,,,,,,
1238,2,2,3,2,3,1,1,1,2,2,,,,,,,,
1239,2,2,3,2,3,1,1,1,2,3,,,,,,,,
1240,2,2,3,2,3,1,1,1,3,1,D,,,,,,,
1241,2,2,3,2,3,1,1,1,3,2,,,,,,,,
1242,2,2,3,2,3,1,1,1,3,3,,,,,,,,
1243,2,2,3,3,1,1,1,1,1,1,C,,,,,,,
1244,2,2,3,3,1,1,1,1,1,2,,,,,,,,
1245,2,2,3,3,1,1,1,1,1,3,,,,,,,,
1246,2,2,3,3,1,1,1,1,2,1,C,,,,,,,
1247,2,2,3,3,1,1,1,1,2,2,,,,,,,,
1248,2,2,3,3,1,1,1,1,2,3,,,,,,,,
1249,2,2,3,3,1,1,1,1,3,1,C,,,,,,,
1250,2,2,3,3,1,1,1,1,3,2,,,,,,,,
1251,2,2,3,3,1,1,1,1,3,3,,,,,,,,
1252,2,2,3,3,2,1,1,1,1,1,D,,,,,,,
1253,2,2,3,3,2,1,1,1,1,2,,,,,,,,
1254,2,2,3,3,2,1,1,1,1,3,,,,,,,,
1255,2,2,3,3,2,1,1,1,2,1,D,,,,,,,
1256,2,2,3,3,2,1,1,1,2,2,,,,,,,,
1257,2,2,3,3,2,1,1,1,2,3,,,,,,,,
1258,2,2,3,3,2,1,1,1,3,1,D,,,,,,,
1259,2,2,3,3,2,1,1,1,3,2,,,,,,,,
1260,2,2,3,3,2,1,1,1,3,3,,,,,,,,
1261,2,2,3,3,3,1,1,1,1,1,D,,,,,,,
1262,2,2,3,3,3,1,1,1,1,2,,,,,,,,
1263,2,2,3,3,3,1,1,1,1,3,,,,,,,,
1264,2,2,3,3,3,1,1,1,2,1,D,,,,,,,
1265,2,2,3,3,3,1,1,1,2,2,,,,,,,,
1266,2,2,3,3,3,1,1,1,2,3,,,,,,,,
1267,2,2,3,3,3,1,1,1,3,1,D,,,,,,,
1268,2,2,3,3,3,1,1,1,3,2,,,,,,,,
1269,2,2,3,3,3,1,1,1,3,3,,,,,,,,
1270,2,2,3,4,1,1,1,1,1,1,C,,,,,,,
1271,2,2,3,4,1,1,1,1,1,2,,,,,,,,
1272,2,2,3,4,1,1,1,1,1,3,,,,,,,,
1273,2,2,3,4,1,1,1,1,2,1,C,,,,,,,
1274,2,2,3,4,1,1,1,1,2,2,,,,,,,,
1275,2,2,3,4,1,1,1,1,2,3,,,,,,,,
1276,2,2,3,4,1,1,1,1,3,1,C,,,,,,,
1277,2,2,3,4,1,1,1,1,3,2,,,,,,,,
1278,2,2,3,4,1,1,1,1,3,3,,,,,,,,
1279,2,2,3,4,2,1,1,1,1,1,D,,,,,,,
1280,2,2,3,4,2,1,1,1,1,2,,,,,,,,
1281,2,2,3,4,2,1,1,1,1,3,,,,,,,,
1282,2,2,3,4,2,1,1,1,2,1,D,,,,,,,
1283,2,2,3,4,2,1,1,1,2,2,,,,,,,,
1284,2,2,3,4,2,1,1,1,2,3,,,,,,,,
1285,2,2,3,4,2,1,1,1,3,1,D,,,,,,,
1286,2,2,3,4,2,1,1,1,3,2,,,,,,,,
1287,2,2,3,4,2,1,1,1,3,3,,,,,,,,
1288,2,2,3,4,3,1,1,1,1,1,D,,,,,,,
1289,2,2,3,4,3,1,1,1,1,2,,,,,,,,
1290,2,2,3,4,3,1,1,1,1,3,,,,,,,,
1291,2,2,3,4,3,1,1,1,2,1,D,,,,,,,
1292,2,2,3,4,3,1,1,1,2,2,,,,,,,,
1293,2,2,3,4,3,1,1,1,2,3,,,,,,,,
1294,2,2,3,4,3,1,1,1,3,1,D,,,,,,,
1295,2,2,3,4,3,1,1,1,3,2,,,,,,,,
1296,2,2,3,4,3,1,1,1,3,3,,,,,,,,
1297,3,1,1,1,1,1,1,1,1,1,,,,,,,,
1298,3,1,1,1,1,1,1,1,1,2,A,,,,,,,
1299,3,1,1,1,1,1,1,1,1,3,A,,,,,,,
1300,3,1,1,1,1,1,1,1,2,1,,,,,,,,
1301,3,1,1,1,1,1,1,1,2,2,A,,,,,,,
1302,3,1,1,1,1,1,1,1,2,3,A,,,,,,,
1303,3,1,1,1,1,1,1,1,3,1,,,,,,,,
1304,3,1,1,1,1,1,1,1,3,2,A,,,,,,,
1305,3,1,1,1,1,1,1,1,3,3,A,,,,,,,
1306,3,1,1,1,2,1,1,1,1,1,B,,,,,,,
1307,3,1,1,1,2,1,1,1,1,2,,,,,,,,
1308,3,1,1,1,2,1,1,1,1,3,,,,,,,,
1309,3,1,1,1,2,1,1,1,2,1,B,,,,,,,
1310,3,1,1,1,2,1,1,1,2,2,,,,,,,,
1311,3,1,1,1,2,1,1,1,2,3,,,,,,,,
1312,3,1,1,1,2,1,1,1,3,1,B,,,,,,,
1313,3,1,1,1,2,1,1,1,3,2,,,,,,,,
1314,3,1,1,1,2,1,1,1,3,3,,,,,,,,
1315,3,1,1,1,3,1,1,1,1,1,B,,,,,,,
1316,3,1,1,1,3,1,1,1,1,2,,,,,,,,
1317,3,1,1,1,3,1,1,1,1,3,,,,,,,,
1318,3,1,1,1,3,1,1,1,2,1,B,,,,,,,
1319,3,1,1,1,3,1,1,1,2,2,,,,,,,,
1320,3,1,1,1,3,1,1,1,2,3,,,,,,,,
1321,3,1,1,1,3,1,1,1,3,1,B,,,,,,,
1322,3,1,1,1,3,1,1,1,3,2,,,,,,,,
1323,3,1,1,1,3,1,1,1,3,3,,,,,,,,
1324,3,1,1,2,1,1,1,1,1,1,,,,,,,,
1325,3,1,1,2,1,1,1,1,1,2,A,,,,,,,
1326,3,1,1,2,1,1,1,1,1,3,A,,,,,,,
1327,3,1,1,2,1,1,1,1,2,1,,,,,,,,
1328,3,1,1,2,1,1,1,1,2,2,A,,,,,,,
1329,3,1,1,2,1,1,1,1,2,3,A,,,,,,,
1330,3,1,1,2,1,1,1,1,3,1,,,,,,,,
1331,3,1,1,2,1,1,1,1,3,2,A,,,,,,,
1332,3,1,1,2,1,1,1,1,3,3,A,,,,,,,
1333,3,1,1,2,2,1,1,1,1,1,B,,,,,,,
