Training_Region_Cell_ID,D_model1,D_model2,D_dataCat,D_dataFeat,D_kgS0,D_kgS1,D_kgS2,D_kgS3,D_nopredTarget,D_onto,invalid_cell,type,cell-pair(s),family,setID,trial_ID,status,comments
436,1,2,2,1,1,1,1,1,2,1,,,,,,,,
437,1,2,2,1,1,1,1,1,2,2,A,,,,,,,
438,1,2,2,1,1,1,1,1,2,3,A,,,,,,,
439,1,2,2,1,1,1,1,1,3,1,,,,,,,,
440,1,2,2,1,1,1,1,1,3,2,A,,,,,,,
441,1,2,2,1,1,1,1,1,3,3,A,,,,,,,
442,1,2,2,1,2,1,1,1,1,1,B,,,,,,,
443,1,2,2,1,2,1,1,1,1,2,,,,,,,,
444,1,2,2,1,2,1,1,1,1,3,,,,,,,,
445,1,2,2,1,2,1,1,1,2,1,B,,,,,,,
446,1,2,2,1,2,1,1,1,2,2,,,,,,,,
447,1,2,2,1,2,1,1,1,2,3,,,,,,,,
448,1,2,2,1,2,1,1,1,3,1,B,,,,,,,
449,1,2,2,1,2,1,1,1,3,2,,,,,,,,
450,1,2,2,1,2,1,1,1,3,3,,,,,,,,
451,1,2,2,1,3,1,1,1,1,1,B,,,,,,,
452,1,2,2,1,3,1,1,1,1,2,,,,,,,,
453,1,2,2,1,3,1,1,1,1,3,,,,,,,,
454,1,2,2,1,3,1,1,1,2,1,B,,,,,,,
455,1,2,2,1,3,1,1,1,2,2,,,,,,,,
456,1,2,2,1,3,1,1,1,2,3,,,,,,,,
457,1,2,2,1,3,1,1,1,3,1,B,,,,,,,
458,1,2,2,1,3,1,1,1,3,2,,,,,,,,
459,1,2,2,1,3,1,1,1,3,3,,,,,,,,
460,1,2,2,2,1,1,1,1,1,1,,B,470; 471; 136,nnkgs0,1,2,A,default cell for development and trialling: trc0460
461,1,2,2,2,1,1,1,1,1,2,A,,,,,,,
462,1,2,2,2,1,1,1,1,1,3,A,,,,,,,
463,1,2,2,2,1,1,1,1,2,1,,,,,,,,
464,1,2,2,2,1,1,1,1,2,2,A,,,,,,,
465,1,2,2,2,1,1,1,1,2,3,A,,,,,,,
466,1,2,2,2,1,1,1,1,3,1,,,,,,,,
467,1,2,2,2,1,1,1,1,3,2,A,,,,,,,
468,1,2,2,2,1,1,1,1,3,3,A,,,,,,,
469,1,2,2,2,2,1,1,1,1,1,B,,,,,,,
470,1,2,2,2,2,1,1,1,1,2,,T,460,nnkgs0,1,2,A,"ontology v1_1b (sym, inverseOf, trans)"
471,1,2,2,2,2,1,1,1,1,3,,T,460,nnkgs0,1,2,A,ontology v1_1 (the full ontology)
472,1,2,2,2,2,1,1,1,2,1,B,,,,,,,
473,1,2,2,2,2,1,1,1,2,2,,,,,,,,
474,1,2,2,2,2,1,1,1,2,3,,,,,,,,
475,1,2,2,2,2,1,1,1,3,1,B,,,,,,,
476,1,2,2,2,2,1,1,1,3,2,,,,,,,,
477,1,2,2,2,2,1,1,1,3,3,,,,,,,,
478,1,2,2,2,3,1,1,1,1,1,B,,,,,,,
479,1,2,2,2,3,1,1,1,1,2,,,,,,,,
480,1,2,2,2,3,1,1,1,1,3,,,,,,,,
481,1,2,2,2,3,1,1,1,2,1,B,,,,,,,
482,1,2,2,2,3,1,1,1,2,2,,,,,,,,
483,1,2,2,2,3,1,1,1,2,3,,,,,,,,
484,1,2,2,2,3,1,1,1,3,1,B,,,,,,,
485,1,2,2,2,3,1,1,1,3,2,,,,,,,,
486,1,2,2,2,3,1,1,1,3,3,,,,,,,,
487,1,2,2,3,1,1,1,1,1,1,,,,,,,,
488,1,2,2,3,1,1,1,1,1,2,A,,,,,,,
489,1,2,2,3,1,1,1,1,1,3,A,,,,,,,
490,1,2,2,3,1,1,1,1,2,1,,,,,,,,
491,1,2,2,3,1,1,1,1,2,2,A,,,,,,,
492,1,2,2,3,1,1,1,1,2,3,A,,,,,,,
493,1,2,2,3,1,1,1,1,3,1,,,,,,,,
494,1,2,2,3,1,1,1,1,3,2,A,,,,,,,
495,1,2,2,3,1,1,1,1,3,3,A,,,,,,,
496,1,2,2,3,2,1,1,1,1,1,B,,,,,,,
497,1,2,2,3,2,1,1,1,1,2,,,,,,,,
498,1,2,2,3,2,1,1,1,1,3,,,,,,,,
499,1,2,2,3,2,1,1,1,2,1,B,,,,,,,
500,1,2,2,3,2,1,1,1,2,2,,,,,,,,
501,1,2,2,3,2,1,1,1,2,3,,,,,,,,
502,1,2,2,3,2,1,1,1,3,1,B,,,,,,,
503,1,2,2,3,2,1,1,1,3,2,,,,,,,,
504,1,2,2,3,2,1,1,1,3,3,,,,,,,,
505,1,2,2,3,3,1,1,1,1,1,B,,,,,,,
506,1,2,2,3,3,1,1,1,1,2,,,,,,,,
507,1,2,2,3,3,1,1,1,1,3,,,,,,,,
508,1,2,2,3,3,1,1,1,2,1,B,,,,,,,
509,1,2,2,3,3,1,1,1,2,2,,,,,,,,
510,1,2,2,3,3,1,1,1,2,3,,,,,,,,
511,1,2,2,3,3,1,1,1,3,1,B,,,,,,,
512,1,2,2,3,3,1,1,1,3,2,,,,,,,,
513,1,2,2,3,3,1,1,1,3,3,,,,,,,,
514,1,2,2,4,1,1,1,1,1,1,,,,,,,,
515,1,2,2,4,1,1,1,1,1,2,A,,,,,,,
516,1,2,2,4,1,1,1,1,1,3,A,,,,,,,
517,1,2,2,4,1,1,1,1,2,1,,,,,,,,
518,1,2,2,4,1,1,1,1,2,2,A,,,,,,,
519,1,2,2,4,1,1,1,1,2,3,A,,,,,,,
520,1,2,2,4,1,1,1,1,3,1,,,,,,,,
521,1,2,2,4,1,1,1,1,3,2,A,,,,,,,
522,1,2,2,4,1,1,1,1,3,3,A,,,,,,,
523,1,2,2,4,2,1,1,1,1,1,B,,,,,,,
524,1,2,2,4,2,1,1,1,1,2,,,,,,,,
525,1,2,2,4,2,1,1,1,1,3,,,,,,,,
526,1,2,2,4,2,1,1,1,2,1,B,,,,,,,
527,1,2,2,4,2,1,1,1,2,2,,,,,,,,
528,1,2,2,4,2,1,1,1,2,3,,,,,,,,
529,1,2,2,4,2,1,1,1,3,1,B,,,,,,,
530,1,2,2,4,2,1,1,1,3,2,,,,,,,,
531,1,2,2,4,2,1,1,1,3,3,,,,,,,,
532,1,2,2,4,3,1,1,1,1,1,B,,,,,,,
533,1,2,2,4,3,1,1,1,1,2,,,,,,,,
534,1,2,2,4,3,1,1,1,1,3,,,,,,,,
535,1,2,2,4,3,1,1,1,2,1,B,,,,,,,
536,1,2,2,4,3,1,1,1,2,2,,,,,,,,
537,1,2,2,4,3,1,1,1,2,3,,,,,,,,
538,1,2,2,4,3,1,1,1,3,1,B,,,,,,,
539,1,2,2,4,3,1,1,1,3,2,,,,,,,,
540,1,2,2,4,3,1,1,1,3,3,,,,,,,,
541,1,2,3,1,1,1,1,1,1,1,C,,,,,,,
542,1,2,3,1,1,1,1,1,1,2,,,,,,,,
543,1,2,3,1,1,1,1,1,1,3,,,,,,,,
544,1,2,3,1,1,1,1,1,2,1,C,,,,,,,
545,1,2,3,1,1,1,1,1,2,2,,,,,,,,
546,1,2,3,1,1,1,1,1,2,3,,,,,,,,
547,1,2,3,1,1,1,1,1,3,1,C,,,,,,,
548,1,2,3,1,1,1,1,1,3,2,,,,,,,,
549,1,2,3,1,1,1,1,1,3,3,,,,,,,,
550,1,2,3,1,2,1,1,1,1,1,D,,,,,,,
551,1,2,3,1,2,1,1,1,1,2,,,,,,,,
552,1,2,3,1,2,1,1,1,1,3,,,,,,,,
553,1,2,3,1,2,1,1,1,2,1,D,,,,,,,
554,1,2,3,1,2,1,1,1,2,2,,,,,,,,
555,1,2,3,1,2,1,1,1,2,3,,,,,,,,
556,1,2,3,1,2,1,1,1,3,1,D,,,,,,,
557,1,2,3,1,2,1,1,1,3,2,,,,,,,,
558,1,2,3,1,2,1,1,1,3,3,,,,,,,,
559,1,2,3,1,3,1,1,1,1,1,D,,,,,,,
560,1,2,3,1,3,1,1,1,1,2,,,,,,,,
561,1,2,3,1,3,1,1,1,1,3,,,,,,,,
562,1,2,3,1,3,1,1,1,2,1,D,,,,,,,
563,1,2,3,1,3,1,1,1,2,2,,,,,,,,
564,1,2,3,1,3,1,1,1,2,3,,,,,,,,
565,1,2,3,1,3,1,1,1,3,1,D,,,,,,,
566,1,2,3,1,3,1,1,1,3,2,,,,,,,,
567,1,2,3,1,3,1,1,1,3,3,,,,,,,,
568,1,2,3,2,1,1,1,1,1,1,C,,,,,,,
569,1,2,3,2,1,1,1,1,1,2,,,,,,,,
570,1,2,3,2,1,1,1,1,1,3,,,,,,,,
571,1,2,3,2,1,1,1,1,2,1,C,,,,,,,
572,1,2,3,2,1,1,1,1,2,2,,,,,,,,
573,1,2,3,2,1,1,1,1,2,3,,,,,,,,
574,1,2,3,2,1,1,1,1,3,1,C,,,,,,,
575,1,2,3,2,1,1,1,1,3,2,,,,,,,,
576,1,2,3,2,1,1,1,1,3,3,,,,,,,,
577,1,2,3,2,2,1,1,1,1,1,D,,,,,,,
578,1,2,3,2,2,1,1,1,1,2,,,,,,,,
579,1,2,3,2,2,1,1,1,1,3,,,,,,,,
580,1,2,3,2,2,1,1,1,2,1,D,,,,,,,
581,1,2,3,2,2,1,1,1,2,2,,,,,,,,
582,1,2,3,2,2,1,1,1,2,3,,,,,,,,
583,1,2,3,2,2,1,1,1,3,1,D,,,,,,,
584,1,2,3,2,2,1,1,1,3,2,,,,,,,,
585,1,2,3,2,2,1,1,1,3,3,,,,,,,,
586,1,2,3,2,3,1,1,1,1,1,D,,,,,,,
587,1,2,3,2,3,1,1,1,1,2,,,,,,,,
588,1,2,3,2,3,1,1,1,1,3,,,,,,,,
589,1,2,3,2,3,1,1,1,2,1,D,,,,,,,
590,1,2,3,2,3,1,1,1,2,2,,,,,,,,
591,1,2,3,2,3,1,1,1,2,3,,,,,,,,
592,1,2,3,2,3,1,1,1,3,1,D,,,,,,,
593,1,2,3,2,3,1,1,1,3,2,,,,,,,,
594,1,2,3,2,3,1,1,1,3,3,,,,,,,,
595,1,2,3,3,1,1,1,1,1,1,C,,,,,,,
596,1,2,3,3,1,1,1,1,1,2,,,,,,,,
597,1,2,3,3,1,1,1,1,1,3,,,,,,,,
598,1,2,3,3,1,1,1,1,2,1,C,,,,,,,
599,1,2,3,3,1,1,1,1,2,2,,,,,,,,
600,1,2,3,3,1,1,1,1,2,3,,,,,,,,
601,1,2,3,3,1,1,1,1,3,1,C,,,,,,,
602,1,2,3,3,1,1,1,1,3,2,,,,,,,,
603,1,2,3,3,1,1,1,1,3,3,,,,,,,,
604,1,2,3,3,2,1,1,1,1,1,D,,,,,,,
605,1,2,3,3,2,1,1,1,1,2,,,,,,,,
606,1,2,3,3,2,1,1,1,1,3,,,,,,,,
607,1,2,3,3,2,1,1,1,2,1,D,,,,,,,
608,1,2,3,3,2,1,1,1,2,2,,,,,,,,
609,1,2,3,3,2,1,1,1,2,3,,,,,,,,
610,1,2,3,3,2,1,1,1,3,1,D,,,,,,,
611,1,2,3,3,2,1,1,1,3,2,,,,,,,,
612,1,2,3,3,2,1,1,1,3,3,,,,,,,,
613,1,2,3,3,3,1,1,1,1,1,D,,,,,,,
614,1,2,3,3,3,1,1,1,1,2,,,,,,,,
615,1,2,3,3,3,1,1,1,1,3,,,,,,,,
616,1,2,3,3,3,1,1,1,2,1,D,,,,,,,
617,1,2,3,3,3,1,1,1,2,2,,,,,,,,
618,1,2,3,3,3,1,1,1,2,3,,,,,,,,
619,1,2,3,3,3,1,1,1,3,1,D,,,,,,,
620,1,2,3,3,3,1,1,1,3,2,,,,,,,,
621,1,2,3,3,3,1,1,1,3,3,,,,,,,,
622,1,2,3,4,1,1,1,1,1,1,C,,,,,,,
623,1,2,3,4,1,1,1,1,1,2,,,,,,,,
624,1,2,3,4,1,1,1,1,1,3,,,,,,,,
625,1,2,3,4,1,1,1,1,2,1,C,,,,,,,
626,1,2,3,4,1,1,1,1,2,2,,,,,,,,
627,1,2,3,4,1,1,1,1,2,3,,,,,,,,
628,1,2,3,4,1,1,1,1,3,1,C,,,,,,,
629,1,2,3,4,1,1,1,1,3,2,,,,,,,,
630,1,2,3,4,1,1,1,1,3,3,,,,,,,,
631,1,2,3,4,2,1,1,1,1,1,D,,,,,,,
632,1,2,3,4,2,1,1,1,1,2,,,,,,,,
633,1,2,3,4,2,1,1,1,1,3,,,,,,,,
634,1,2,3,4,2,1,1,1,2,1,D,,,,,,,
635,1,2,3,4,2,1,1,1,2,2,,,,,,,,
636,1,2,3,4,2,1,1,1,2,3,,,,,,,,
637,1,2,3,4,2,1,1,1,3,1,D,,,,,,,
638,1,2,3,4,2,1,1,1,3,2,,,,,,,,
639,1,2,3,4,2,1,1,1,3,3,,,,,,,,
640,1,2,3,4,3,1,1,1,1,1,D,,,,,,,
641,1,2,3,4,3,1,1,1,1,2,,,,,,,,
642,1,2,3,4,3,1,1,1,1,3,,,,,,,,
643,1,2,3,4,3,1,1,1,2,1,D,,,,,,,
644,1,2,3,4,3,1,1,1,2,2,,,,,,,,
645,1,2,3,4,3,1,1,1,2,3,,,,,,,,
646,1,2,3,4,3,1,1,1,3,1,D,,,,,,,
647,1,2,3,4,3,1,1,1,3,2,,,,,,,,
648,1,2,3,4,3,1,1,1,3,3,,,,,,,,
649,2,1,1,1,1,1,1,1,1,1,,,,,,,,
650,2,1,1,1,1,1,1,1,1,2,A,,,,,,,
651,2,1,1,1,1,1,1,1,1,3,A,,,,,,,
652,2,1,1,1,1,1,1,1,2,1,,,,,,,,
653,2,1,1,1,1,1,1,1,2,2,A,,,,,,,
654,2,1,1,1,1,1,1,1,2,3,A,,,,,,,
655,2,1,1,1,1,1,1,1,3,1,,,,,,,,
656,2,1,1,1,1,1,1,1,3,2,A,,,,,,,
657,2,1,1,1,1,1,1,1,3,3,A,,,,,,,
658,2,1,1,1,2,1,1,1,1,1,B,,,,,,,
659,2,1,1,1,2,1,1,1,1,2,,,,,,,,
660,2,1,1,1,2,1,1,1,1,3,,,,,,,,
661,2,1,1,1,2,1,1,1,2,1,B,,,,,,,
662,2,1,1,1,2,1,1,1,2,2,,,,,,,,
663,2,1,1,1,2,1,1,1,2,3,,,,,,,,
664,2,1,1,1,2,1,1,1,3,1,B,,,,,,,
665,2,1,1,1,2,1,1,1,3,2,,,,,,,,
666,2,1,1,1,2,1,1,1,3,3,,,,,,,,
667,2,1,1,1,3,1,1,1,1,1,B,,,,,,,
668,2,1,1,1,3,1,1,1,1,2,,,,,,,,
669,2,1,1,1,3,1,1,1,1,3,,,,,,,,
670,2,1,1,1,3,1,1,1,2,1,B,,,,,,,
671,2,1,1,1,3,1,1,1,2,2,,,,,,,,
672,2,1,1,1,3,1,1,1,2,3,,,,,,,,
673,2,1,1,1,3,1,1,1,3,1,B,,,,,,,
674,2,1,1,1,3,1,1,1,3,2,,,,,,,,
675,2,1,1,1,3,1,1,1,3,3,,,,,,,,
676,2,1,1,2,1,1,1,1,1,1,,,,,,,,
677,2,1,1,2,1,1,1,1,1,2,A,,,,,,,
678,2,1,1,2,1,1,1,1,1,3,A,,,,,,,
679,2,1,1,2,1,1,1,1,2,1,,,,,,,,
680,2,1,1,2,1,1,1,1,2,2,A,,,,,,,
681,2,1,1,2,1,1,1,1,2,3,A,,,,,,,
682,2,1,1,2,1,1,1,1,3,1,,,,,,,,
683,2,1,1,2,1,1,1,1,3,2,A,,,,,,,
684,2,1,1,2,1,1,1,1,3,3,A,,,,,,,
685,2,1,1,2,2,1,1,1,1,1,B,,,,,,,
686,2,1,1,2,2,1,1,1,1,2,,,,,,,,
687,2,1,1,2,2,1,1,1,1,3,,,,,,,,
688,2,1,1,2,2,1,1,1,2,1,B,,,,,,,
689,2,1,1,2,2,1,1,1,2,2,,,,,,,,
690,2,1,1,2,2,1,1,1,2,3,,,,,,,,
691,2,1,1,2,2,1,1,1,3,1,B,,,,,,,
692,2,1,1,2,2,1,1,1,3,2,,,,,,,,
693,2,1,1,2,2,1,1,1,3,3,,,,,,,,
694,2,1,1,2,3,1,1,1,1,1,B,,,,,,,
695,2,1,1,2,3,1,1,1,1,2,,,,,,,,
696,2,1,1,2,3,1,1,1,1,3,,,,,,,,
697,2,1,1,2,3,1,1,1,2,1,B,,,,,,,
698,2,1,1,2,3,1,1,1,2,2,,,,,,,,
699,2,1,1,2,3,1,1,1,2,3,,,,,,,,
700,2,1,1,2,3,1,1,1,3,1,B,,,,,,,
701,2,1,1,2,3,1,1,1,3,2,,,,,,,,
702,2,1,1,2,3,1,1,1,3,3,,,,,,,,
703,2,1,1,3,1,1,1,1,1,1,,,,,,,,
704,2,1,1,3,1,1,1,1,1,2,A,,,,,,,
705,2,1,1,3,1,1,1,1,1,3,A,,,,,,,
706,2,1,1,3,1,1,1,1,2,1,,,,,,,,
707,2,1,1,3,1,1,1,1,2,2,A,,,,,,,
708,2,1,1,3,1,1,1,1,2,3,A,,,,,,,
709,2,1,1,3,1,1,1,1,3,1,,,,,,,,
710,2,1,1,3,1,1,1,1,3,2,A,,,,,,,
711,2,1,1,3,1,1,1,1,3,3,A,,,,,,,
712,2,1,1,3,2,1,1,1,1,1,B,,,,,,,
713,2,1,1,3,2,1,1,1,1,2,,,,,,,,
714,2,1,1,3,2,1,1,1,1,3,,,,,,,,
715,2,1,1,3,2,1,1,1,2,1,B,,,,,,,
716,2,1,1,3,2,1,1,1,2,2,,,,,,,,
717,2,1,1,3,2,1,1,1,2,3,,,,,,,,
718,2,1,1,3,2,1,1,1,3,1,B,,,,,,,
719,2,1,1,3,2,1,1,1,3,2,,,,,,,,
720,2,1,1,3,2,1,1,1,3,3,,,,,,,,
721,2,1,1,3,3,1,1,1,1,1,B,,,,,,,
722,2,1,1,3,3,1,1,1,1,2,,,,,,,,
723,2,1,1,3,3,1,1,1,1,3,,,,,,,,
724,2,1,1,3,3,1,1,1,2,1,B,,,,,,,
725,2,1,1,3,3,1,1,1,2,2,,,,,,,,
726,2,1,1,3,3,1,1,1,2,3,,,,,,,,
727,2,1,1,3,3,1,1,1,3,1,B,,,,,,,
728,2,1,1,3,3,1,1,1,3,2,,,,,,,,
729,2,1,1,3,3,1,1,1,3,3,,,,,,,,
730,2,1,1,4,1,1,1,1,1,1,,,,,,,,
731,2,1,1,4,1,1,1,1,1,2,A,,,,,,,
732,2,1,1,4,1,1,1,1,1,3,A,,,,,,,
733,2,1,1,4,1,1,1,1,2,1,,,,,,,,
734,2,1,1,4,1,1,1,1,2,2,A,,,,,,,
735,2,1,1,4,1,1,1,1,2,3,A,,,,,,,
736,2,1,1,4,1,1,1,1,3,1,,,,,,,,
737,2,1,1,4,1,1,1,1,3,2,A,,,,,,,
738,2,1,1,4,1,1,1,1,3,3,A,,,,,,,
739,2,1,1,4,2,1,1,1,1,1,B,,,,,,,
740,2,1,1,4,2,1,1,1,1,2,,,,,,,,
741,2,1,1,4,2,1,1,1,1,3,,,,,,,,
742,2,1,1,4,2,1,1,1,2,1,B,,,,,,,
743,2,1,1,4,2,1,1,1,2,2,,,,,,,,
744,2,1,1,4,2,1,1,1,2,3,,,,,,,,
745,2,1,1,4,2,1,1,1,3,1,B,,,,,,,
746,2,1,1,4,2,1,1,1,3,2,,,,,,,,
747,2,1,1,4,2,1,1,1,3,3,,,,,,,,
748,2,1,1,4,3,1,1,1,1,1,B,,,,,,,
749,2,1,1,4,3,1,1,1,1,2,,,,,,,,
750,2,1,1,4,3,1,1,1,1,3,,,,,,,,
751,2,1,1,4,3,1,1,1,2,1,B,,,,,,,
752,2,1,1,4,3,1,1,1,2,2,,,,,,,,
753,2,1,1,4,3,1,1,1,2,3,,,,,,,,
754,2,1,1,4,3,1,1,1,3,1,B,,,,,,,
755,2,1,1,4,3,1,1,1,3,2,,,,,,,,
756,2,1,1,4,3,1,1,1,3,3,,,,,,,,
757,2,1,2,1,1,1,1,1,1,1,,,,,,,,
758,2,1,2,1,1,1,1,1,1,2,A,,,,,,,
759,2,1,2,1,1,1,1,1,1,3,A,,,,,,,
760,2,1,2,1,1,1,1,1,2,1,,,,,,,,
761,2,1,2,1,1,1,1,1,2,2,A,,,,,,,
762,2,1,2,1,1,1,1,1,2,3,A,,,,,,,
763,2,1,2,1,1,1,1,1,3,1,,,,,,,,
764,2,1,2,1,1,1,1,1,3,2,A,,,,,,,
765,2,1,2,1,1,1,1,1,3,3,A,,,,,,,
766,2,1,2,1,2,1,1,1,1,1,B,,,,,,,
767,2,1,2,1,2,1,1,1,1,2,,,,,,,,
768,2,1,2,1,2,1,1,1,1,3,,,,,,,,
769,2,1,2,1,2,1,1,1,2,1,B,,,,,,,
770,2,1,2,1,2,1,1,1,2,2,,,,,,,,
771,2,1,2,1,2,1,1,1,2,3,,,,,,,,
772,2,1,2,1,2,1,1,1,3,1,B,,,,,,,
773,2,1,2,1,2,1,1,1,3,2,,,,,,,,
774,2,1,2,1,2,1,1,1,3,3,,,,,,,,
775,2,1,2,1,3,1,1,1,1,1,B,,,,,,,
776,2,1,2,1,3,1,1,1,1,2,,,,,,,,
777,2,1,2,1,3,1,1,1,1,3,,,,,,,,
778,2,1,2,1,3,1,1,1,2,1,B,,,,,,,
779,2,1,2,1,3,1,1,1,2,2,,,,,,,,
780,2,1,2,1,3,1,1,1,2,3,,,,,,,,
781,2,1,2,1,3,1,1,1,3,1,B,,,,,,,
782,2,1,2,1,3,1,1,1,3,2,,,,,,,,
783,2,1,2,1,3,1,1,1,3,3,,,,,,,,
784,2,1,2,2,1,1,1,1,1,1,,,,,,,,
785,2,1,2,2,1,1,1,1,1,2,A,,,,,,,
786,2,1,2,2,1,1,1,1,1,3,A,,,,,,,
787,2,1,2,2,1,1,1,1,2,1,,,,,,,,
788,2,1,2,2,1,1,1,1,2,2,A,,,,,,,
789,2,1,2,2,1,1,1,1,2,3,A,,,,,,,
790,2,1,2,2,1,1,1,1,3,1,,,,,,,,
791,2,1,2,2,1,1,1,1,3,2,A,,,,,,,
792,2,1,2,2,1,1,1,1,3,3,A,,,,,,,
793,2,1,2,2,2,1,1,1,1,1,B,,,,,,,
794,2,1,2,2,2,1,1,1,1,2,,,,,,,,
795,2,1,2,2,2,1,1,1,1,3,,,,,,,,
796,2,1,2,2,2,1,1,1,2,1,B,,,,,,,
797,2,1,2,2,2,1,1,1,2,2,,,,,,,,
798,2,1,2,2,2,1,1,1,2,3,,,,,,,,
799,2,1,2,2,2,1,1,1,3,1,B,,,,,,,
800,2,1,2,2,2,1,1,1,3,2,,,,,,,,
801,2,1,2,2,2,1,1,1,3,3,,,,,,,,
802,2,1,2,2,3,1,1,1,1,1,B,,,,,,,
803,2,1,2,2,3,1,1,1,1,2,,,,,,,,
804,2,1,2,2,3,1,1,1,1,3,,,,,,,,
805,2,1,2,2,3,1,1,1,2,1,B,,,,,,,
806,2,1,2,2,3,1,1,1,2,2,,,,,,,,
807,2,1,2,2,3,1,1,1,2,3,,,,,,,,
808,2,1,2,2,3,1,1,1,3,1,B,,,,,,,
809,2,1,2,2,3,1,1,1,3,2,,,,,,,,
810,2,1,2,2,3,1,1,1,3,3,,,,,,,,
811,2,1,2,3,1,1,1,1,1,1,,,,,,,,
812,2,1,2,3,1,1,1,1,1,2,A,,,,,,,
813,2,1,2,3,1,1,1,1,1,3,A,,,,,,,
814,2,1,2,3,1,1,1,1,2,1,,,,,,,,
815,2,1,2,3,1,1,1,1,2,2,A,,,,,,,
816,2,1,2,3,1,1,1,1,2,3,A,,,,,,,
817,2,1,2,3,1,1,1,1,3,1,,,,,,,,
818,2,1,2,3,1,1,1,1,3,2,A,,,,,,,
819,2,1,2,3,1,1,1,1,3,3,A,,,,,,,
820,2,1,2,3,2,1,1,1,1,1,B,,,,,,,
821,2,1,2,3,2,1,1,1,1,2,,,,,,,,
822,2,1,2,3,2,1,1,1,1,3,,,,,,,,
823,2,1,2,3,2,1,1,1,2,1,B,,,,,,,
824,2,1,2,3,2,1,1,1,2,2,,,,,,,,
825,2,1,2,3,2,1,1,1,2,3,,,,,,,,
826,2,1,2,3,2,1,1,1,3,1,B,,,,,,,
827,2,1,2,3,2,1,1,1,3,2,,,,,,,,
828,2,1,2,3,2,1,1,1,3,3,,,,,,,,
829,2,1,2,3,3,1,1,1,1,1,B,,,,,,,
830,2,1,2,3,3,1,1,1,1,2,,,,,,,,
831,2,1,2,3,3,1,1,1,1,3,,,,,,,,
832,2,1,2,3,3,1,1,1,2,1,B,,,,,,,
833,2,1,2,3,3,1,1,1,2,2,,,,,,,,
834,2,1,2,3,3,1,1,1,2,3,,,,,,,,
835,2,1,2,3,3,1,1,1,3,1,B,,,,,,,
836,2,1,2,3,3,1,1,1,3,2,,,,,,,,
837,2,1,2,3,3,1,1,1,3,3,,,,,,,,
838,2,1,2,4,1,1,1,1,1,1,,,,,,,,
839,2,1,2,4,1,1,1,1,1,2,A,,,,,,,
840,2,1,2,4,1,1,1,1,1,3,A,,,,,,,
841,2,1,2,4,1,1,1,1,2,1,,,,,,,,
842,2,1,2,4,1,1,1,1,2,2,A,,,,,,,
843,2,1,2,4,1,1,1,1,2,3,A,,,,,,,
844,2,1,2,4,1,1,1,1,3,1,,,,,,,,
845,2,1,2,4,1,1,1,1,3,2,A,,,,,,,
846,2,1,2,4,1,1,1,1,3,3,A,,,,,,,
847,2,1,2,4,2,1,1,1,1,1,B,,,,,,,
848,2,1,2,4,2,1,1,1,1,2,,,,,,,,
849,2,1,2,4,2,1,1,1,1,3,,,,,,,,
850,2,1,2,4,2,1,1,1,2,1,B,,,,,,,
851,2,1,2,4,2,1,1,1,2,2,,,,,,,,
852,2,1,2,4,2,1,1,1,2,3,,,,,,,,
853,2,1,2,4,2,1,1,1,3,1,B,,,,,,,
854,2,1,2,4,2,1,1,1,3,2,,,,,,,,
855,2,1,2,4,2,1,1,1,3,3,,,,,,,,
856,2,1,2,4,3,1,1,1,1,1,B,,,,,,,
857,2,1,2,4,3,1,1,1,1,2,,,,,,,,
858,2,1,2,4,3,1,1,1,1,3,,,,,,,,
859,2,1,2,4,3,1,1,1,2,1,B,,,,,,,
860,2,1,2,4,3,1,1,1,2,2,,,,,,,,
861,2,1,2,4,3,1,1,1,2,3,,,,,,,,
862,2,1,2,4,3,1,1,1,3,1,B,,,,,,,
863,2,1,2,4,3,1,1,1,3,2,,,,,,,,
864,2,1,2,4,3,1,1,1,3,3,,,,,,,,
865,2,1,3,1,1,1,1,1,1,1,C,,,,,,,
866,2,1,3,1,1,1,1,1,1,2,,,,,,,,
867,2,1,3,1,1,1,1,1,1,3,,,,,,,,
868,2,1,3,1,1,1,1,1,2,1,C,,,,,,,
869,2,1,3,1,1,1,1,1,2,2,,,,,,,,
870,2,1,3,1,1,1,1,1,2,3,,,,,,,,
871,2,1,3,1,1,1,1,1,3,1,C,,,,,,,
872,2,1,3,1,1,1,1,1,3,2,,,,,,,,
873,2,1,3,1,1,1,1,1,3,3,,,,,,,,
874,2,1,3,1,2,1,1,1,1,1,D,,,,,,,
875,2,1,3,1,2,1,1,1,1,2,,,,,,,,
876,2,1,3,1,2,1,1,1,1,3,,,,,,,,
877,2,1,3,1,2,1,1,1,2,1,D,,,,,,,
878,2,1,3,1,2,1,1,1,2,2,,,,,,,,
879,2,1,3,1,2,1,1,1,2,3,,,,,,,,
880,2,1,3,1,2,1,1,1,3,1,D,,,,,,,
881,2,1,3,1,2,1,1,1,3,2,,,,,,,,
882,2,1,3,1,2,1,1,1,3,3,,,,,,,,
883,2,1,3,1,3,1,1,1,1,1,D,,,,,,,
884,2,1,3,1,3,1,1,1,1,2,,,,,,,,
885,2,1,3,1,3,1,1,1,1,3,,,,,,,,
886,2,1,3,1,3,1,1,1,2,1,D,,,,,,,
887,2,1,3,1,3,1,1,1,2,2,,,,,,,,
888,2,1,3,1,3,1,1,1,2,3,,,,,,,,
